"","ENSEMBL","SYMBOL","Length"
"4566","ENSG00000116254","CHD5",9890
"4567","ENSG00000116260","QSOX1",9311
"4568","ENSG00000116266","STXBP3",5895
"4569","ENSG00000116273","PHF13",3681
"4570","ENSG00000116285","ERRFI1",4186
"4571","ENSG00000116288","PARK7",2397
"4572","ENSG00000116299","ELAPOR1",9300
"4573","ENSG00000116329","OPRD1",9345
"4574","ENSG00000116337","AMPD2",6823
"4575","ENSG00000116350","SRSF4",3442
"4576","ENSG00000116353","MECR",3922
"4577","ENSG00000116396","KCNC4",24423
"4578","ENSG00000116406","EDEM3",7804
"4579","ENSG00000116455","WDR77",2805
"4580","ENSG00000116459","ATP5PB",3383
"4581","ENSG00000116473","RAP1A",5532
"4582","ENSG00000116478","HDAC1",3963
"4583","ENSG00000116489","CAPZA1",4130
"4584","ENSG00000116497","S100PBP",9194
"4585","ENSG00000116514","RNF19B",2610
"4587","ENSG00000116525","TRIM62",3646
"4588","ENSG00000116539","ASH1L",13296
"4589","ENSG00000116544","DLGAP3",3977
"4590","ENSG00000116560","SFPQ",7426
"4591","ENSG00000116574","RHOU",4372
"4592","ENSG00000116580","GON4L",11967
"4593","ENSG00000116584","ARHGEF2",9135
"4594","ENSG00000116586","LAMTOR2",1438
"4595","ENSG00000116604","MEF2D",6400
"4596","ENSG00000116641","DOCK7",10943
"4597","ENSG00000116649","SRM",1898
"4598","ENSG00000116661","FBXO2",2333
"4599","ENSG00000116663","FBXO6",1811
"4600","ENSG00000116667","C1orf21",10971
"4601","ENSG00000116668","SWT1",4054
"4602","ENSG00000116670","MAD2L2",3324
"4603","ENSG00000116675","DNAJC6",6954
"4604","ENSG00000116678","LEPR",11370
"4605","ENSG00000116679","IVNS1ABP",7929
"4606","ENSG00000116685","KIAA2013",3281
"4607","ENSG00000116688","MFN2",4973
"4608","ENSG00000116690","PRG4",5044
"4609","ENSG00000116691","MIIP",2821
"4610","ENSG00000116698","SMG7",8317
"4611","ENSG00000116701","NCF2",2928
"4613","ENSG00000116704","SLC35D1",6162
"4614","ENSG00000116711","PLA2G4A",2875
"4615","ENSG00000116717","GADD45A",2069
"4618","ENSG00000116729","WLS",4469
"4619","ENSG00000116731","PRDM2",10923
"4620","ENSG00000116741","RGS2",2096
"4622","ENSG00000116747","RO60",9102
"4624","ENSG00000116750","UCHL5",6661
"4625","ENSG00000116752","BCAS2",1299
"4626","ENSG00000116754","SRSF11",8473
"4627","ENSG00000116761","CTH",2414
"4628","ENSG00000116771","AGMAT",2500
"4629","ENSG00000116774","OLFML3",2821
"4632","ENSG00000116786","PLEKHM2",4122
"4633","ENSG00000116791","CRYZ",4085
"4634","ENSG00000116793","PHTF1",7170
"4635","ENSG00000116809","ZBTB17",4240
"4636","ENSG00000116815","CD58",1783
"4637","ENSG00000116819","TFAP2E",2189
"4638","ENSG00000116824","CD2",1679
"4639","ENSG00000116830","TTF2",10181
"4640","ENSG00000116833","NR5A2",7559
"4641","ENSG00000116852","KIF21B",12150
"4642","ENSG00000116857","TMEM9",3915
"4643","ENSG00000116863","ADPRS",1668
"4644","ENSG00000116871","MAP7D1",5271
"4645","ENSG00000116874","WARS2",3847
"4647","ENSG00000116885","OSCP1",2788
"4648","ENSG00000116898","MRPS15",2916
"4649","ENSG00000116903","EXOC8",5100
"4650","ENSG00000116906","GNPAT",3173
"4651","ENSG00000116918","TSNAX",6241
"4652","ENSG00000116922","C1orf109",4434
"4653","ENSG00000116954","RRAGC",5167
"4654","ENSG00000116962","NID1",5864
"4655","ENSG00000116977","LGALS8",9710
"4657","ENSG00000116983","HPCAL4",4962
"4658","ENSG00000116984","MTR",11374
"4659","ENSG00000116985","BMP8B",5143
"4660","ENSG00000116990","MYCL",5063
"4661","ENSG00000116991","SIPA1L2",7641
"4663","ENSG00000117000","RLF",6246
"4664","ENSG00000117009","KMO",5946
"4665","ENSG00000117010","ZNF684",3039
"4666","ENSG00000117013","KCNQ4",4183
"4667","ENSG00000117016","RIMS3",7235
"4668","ENSG00000117020","AKT3",9475
"4669","ENSG00000117036","ETV3",6707
"4670","ENSG00000117054","ACADM",4783
"4672","ENSG00000117090","SLAMF1",4269
"4673","ENSG00000117091","CD48",3274
"4675","ENSG00000117115","PADI2",5984
"4676","ENSG00000117118","SDHB",2462
"4678","ENSG00000117133","RPF1",1728
"4679","ENSG00000117139","KDM5B",12092
"4680","ENSG00000117143","UAP1",3437
"4682","ENSG00000117151","CTBS",6939
"4684","ENSG00000117153","KLHL12",3552
"4686","ENSG00000117155","SSX2IP",8639
"4687","ENSG00000117174","ZNHIT6",6197
"4688","ENSG00000117215","PLA2G2D",2681
"4689","ENSG00000117222","RBBP5",4404
"4690","ENSG00000117226","GBP3",4297
"4691","ENSG00000117228","GBP1",4992
"4692","ENSG00000117242","PINK1-AS",4443
"4693","ENSG00000117245","KIF17",4470
"4694","ENSG00000117262","GPR89A",5557
"4695","ENSG00000117266","CDK18",6831
"4696","ENSG00000117280","RAB29",3882
"4697","ENSG00000117281","CD160",3971
"4698","ENSG00000117298","ECE1",7265
"4699","ENSG00000117305","HMGCL",5658
"4700","ENSG00000117308","GALE",3978
"4701","ENSG00000117318","ID3",1797
"4702","ENSG00000117322","CR2",4885
"4703","ENSG00000117335","CD46",8708
"4704","ENSG00000117360","PRPF3",5373
"4705","ENSG00000117362","APH1A",3473
"4706","ENSG00000117385","P3H1",6766
"4707","ENSG00000117394","SLC2A1",4927
"4708","ENSG00000117395","EBNA1BP2",3561
"4709","ENSG00000117399","CDC20",2038
"4710","ENSG00000117400","MPL",2128
"4711","ENSG00000117407","ARTN",2658
"4712","ENSG00000117408","IPO13",5083
"4713","ENSG00000117410","ATP6V0B",3535
"4714","ENSG00000117411","B4GALT2",3772
"4715","ENSG00000117419","ERI3",2642
"4716","ENSG00000117425","PTCH2",5149
"4717","ENSG00000117448","AKR1A1",3121
"4718","ENSG00000117450","PRDX1",1522
"4719","ENSG00000117461","PIK3R3",7410
"4720","ENSG00000117472","TSPAN1",2366
"4721","ENSG00000117475","BLZF1",3820
"4722","ENSG00000117477","CCDC181",3961
"4723","ENSG00000117479","SLC19A2",3671
"4724","ENSG00000117480","FAAH",2776
"4725","ENSG00000117481","NSUN4",8468
"4726","ENSG00000117500","TMED5",9423
"4728","ENSG00000117505","DR1",10949
"4730","ENSG00000117519","CNN3",2838
"4731","ENSG00000117523","PRRC2C",13921
"4732","ENSG00000117525","F3",2875
"4733","ENSG00000117528","ABCD3",7519
"4734","ENSG00000117533","VAMP4",5159
"4735","ENSG00000117543","DPH5",2970
"4736","ENSG00000117560","FASLG",1888
"4737","ENSG00000117569","PTBP2",12937
"4738","ENSG00000117586","TNFSF4",3942
"4739","ENSG00000117592","PRDX6",2367
"4740","ENSG00000117593","DARS2",3689
"4741","ENSG00000117594","HSD11B1",1513
"4742","ENSG00000117595","IRF6",4915
"4743","ENSG00000117597","UTP25",10376
"4746","ENSG00000117601","SERPINC1",1768
"4747","ENSG00000117602","RCAN3",7077
"4748","ENSG00000117614","SYF2",3370
"4749","ENSG00000117616","RSRP1",6804
"4750","ENSG00000117620","SLC35A3",6241
"4751","ENSG00000117625","RCOR3",9092
"4752","ENSG00000117632","STMN1",6261
"4753","ENSG00000117640","MTFR1L",5817
"4754","ENSG00000117643","MAN1C1",9026
"4755","ENSG00000117650","NEK2",3095
"4756","ENSG00000117676","RPS6KA1",5884
"4757","ENSG00000117682","DHDDS",5596
"4758","ENSG00000117691","NENF",1297
"4759","ENSG00000117697","NSL1",4091
"4761","ENSG00000117713","ARID1A",9246
"4762","ENSG00000117724","CENPF",11690
"4763","ENSG00000117748","RPA2",2019
"4764","ENSG00000117751","PPP1R8",2819
"4765","ENSG00000117758","STX12",3846
"4766","ENSG00000117791","MTARC2",2597
"4767","ENSG00000117834","SLC5A9",4535
"4768","ENSG00000117859","OSBPL9",9523
"4769","ENSG00000117862","TXNDC12",3630
"4770","ENSG00000117868","ESYT2",7098
"4771","ENSG00000117877","POLR1G",3661
"4772","ENSG00000117899","MESD",7510
"4773","ENSG00000117906","RCN2",10019
"4775","ENSG00000117983","MUC5B",18598
"4776","ENSG00000117984","CTSD",2999
"4778","ENSG00000118007","STAG1",7846
"4780","ENSG00000118046","STK11",8639
"4781","ENSG00000118058","KMT2A",21961
"4783","ENSG00000118096","IFT46",3814
"4784","ENSG00000118113","MMP8",3438
"4785","ENSG00000118137","APOA1",1424
"4786","ENSG00000118156","ZNF541",4655
"4788","ENSG00000118162","KPTN",2124
"4789","ENSG00000118181","RPS25",1477
"4790","ENSG00000118193","KIF14",7277
"4792","ENSG00000118197","DDX59",4470
"4793","ENSG00000118200","CAMSAP2",7777
"4794","ENSG00000118217","ATF6",7890
"4796","ENSG00000118242","MREG",3056
"4798","ENSG00000118246","FASTKD2",6079
"4799","ENSG00000118257","NRP2",13896
"4800","ENSG00000118260","CREB1",9575
"4801","ENSG00000118263","KLF7",9262
"4803","ENSG00000118276","B4GALT6",5306
"4804","ENSG00000118292","C1orf54",1351
"4805","ENSG00000118298","CA14",3833
"4806","ENSG00000118307","DNAI7",2952
"4807","ENSG00000118308","IRAG2",5159
"4808","ENSG00000118322","ATP10B",11310
"4809","ENSG00000118363","SPCS2",2982
"4810","ENSG00000118369","USP35",5233
"4811","ENSG00000118402","ELOVL4",3042
"4812","ENSG00000118407","FILIP1",8906
"4813","ENSG00000118412","CASP8AP2",8171
"4814","ENSG00000118418","HMGN3",1014
"4815","ENSG00000118420","UBE3D",6394
"4816","ENSG00000118432","CNR1",6357
"4818","ENSG00000118454","ANKRD13C",4595
"4820","ENSG00000118482","PHF3",10378
"4823","ENSG00000118495","PLAGL1",8719
"4824","ENSG00000118496","FBXO30",9009
"4825","ENSG00000118503","TNFAIP3",5051
"4826","ENSG00000118507","AKAP7",4394
"4827","ENSG00000118508","RAB32",1217
"4828","ENSG00000118513","MYB",5493
"4829","ENSG00000118514","ALDH8A1",2868
"4830","ENSG00000118515","SGK1",9992
"4831","ENSG00000118518","RNF146",3508
"4832","ENSG00000118520","ARG1",1965
"4835","ENSG00000118557","PMFBP1",5691
"4836","ENSG00000118564","FBXL5",4573
"4837","ENSG00000118579","MED28",10982
"4838","ENSG00000118596","SLC16A7",13665
"4839","ENSG00000118600","RXYLT1",7804
"4840","ENSG00000118620","ZNF430",6845
"4841","ENSG00000118640","VAMP8",990
"4842","ENSG00000118655","DCLRE1B",3940
"4843","ENSG00000118680","MYL12B",1761
"4844","ENSG00000118689","FOXO3",7721
"4845","ENSG00000118690","ARMC2",4250
"4847","ENSG00000118705","RPN2",2819
"4848","ENSG00000118707","TGIF2",3784
"4851","ENSG00000118762","PKD2",5498
"4852","ENSG00000118777","ABCG2",4848
"4854","ENSG00000118804","STBD1",3420
"4855","ENSG00000118816","CCNI",3741
"4856","ENSG00000118849","RARRES1",2236
"4857","ENSG00000118855","MFSD1",5288
"4858","ENSG00000118873","RAB3GAP2",10344
"4859","ENSG00000118894","EEF2KMT",3128
"4860","ENSG00000118898","PPL",7686
"4861","ENSG00000118900","UBN1",8551
"4862","ENSG00000118922","KLF12",11090
"4863","ENSG00000118939","UCHL3",1905
"4865","ENSG00000118960","HS1BP3",9059
"4866","ENSG00000118961","LDAH",4433
"4867","ENSG00000118965","WDR35",7836
"4868","ENSG00000118971","CCND2",7157
"4870","ENSG00000118985","ELL2",7246
"4871","ENSG00000118997","DNAH7",21324
"4872","ENSG00000119004","CYP20A1",10961
"4873","ENSG00000119013","NDUFB3",1103
"4874","ENSG00000119041","GTF3C3",7105
"4875","ENSG00000119042","SATB2",10958
"4876","ENSG00000119048","UBE2B",3291
"4877","ENSG00000119121","TRPM6",9193
"4879","ENSG00000119138","KLF9",5175
"4880","ENSG00000119139","TJP2",7306
"4881","ENSG00000119147","ECRG4",1741
"4882","ENSG00000119185","ITGB1BP1",6678
"4883","ENSG00000119203","CPSF3",3769
"4884","ENSG00000119227","PIGZ",3211
"4885","ENSG00000119231","SENP5",7035
"4886","ENSG00000119242","CCDC92",8223
"4887","ENSG00000119280","C1orf198",5161
"4888","ENSG00000119283","TRIM67",9326
"4889","ENSG00000119285","HEATR1",9049
"4890","ENSG00000119314","PTBP3",8239
"4891","ENSG00000119318","RAD23B",4615
"4892","ENSG00000119321","FKBP15",11060
"4893","ENSG00000119326","CTNNAL1",3131
"4894","ENSG00000119328","ABITRAM",2758
"4895","ENSG00000119333","DYNC2I2",2604
"4896","ENSG00000119335","SET",4355
"4897","ENSG00000119383","PTPA",5624
"4898","ENSG00000119392","GLE1",3527
"4899","ENSG00000119396","RAB14",4304
"4900","ENSG00000119397","CNTRL",9417
"4901","ENSG00000119401","TRIM32",3780
"4902","ENSG00000119402","FBXW2",11263
"4903","ENSG00000119403","PHF19",6733
"4904","ENSG00000119408","NEK6",4419
"4905","ENSG00000119411","BSPRY",2339
"4906","ENSG00000119414","PPP6C",4443
"4907","ENSG00000119421","NDUFA8",844
"4908","ENSG00000119431","HDHD3",2105
"4910","ENSG00000119446","RBM18",5193
"4911","ENSG00000119457","SLC46A2",2502
"4912","ENSG00000119471","HSDL2",3455
"4913","ENSG00000119487","MAPKAP1",6741
"4914","ENSG00000119508","NR4A3",6314
"4915","ENSG00000119509","INVS",5943
"4916","ENSG00000119514","GALNT12",3137
"4917","ENSG00000119522","DENND1A",10256
"4918","ENSG00000119523","ALG2",2983
"4919","ENSG00000119535","CSF3R",8429
"4920","ENSG00000119537","KDSR",9287
"4921","ENSG00000119541","VPS4B",4315
"4923","ENSG00000119559","C19orf25",5111
"4924","ENSG00000119574","ZBTB45",3418
"4925","ENSG00000119596","YLPM1",14876
"4926","ENSG00000119599","DCAF4",5581
"4927","ENSG00000119608","PROX2",4566
"4929","ENSG00000119616","FCF1",4747
"4930","ENSG00000119630","PGF",5962
"4931","ENSG00000119632","IFI27L2",1662
"4932","ENSG00000119636","BBOF1",4620
"4933","ENSG00000119638","NEK9",10787
"4934","ENSG00000119640","ACYP1",1841
"4935","ENSG00000119650","IFT43",4172
"4936","ENSG00000119655","NPC2",2749
"4937","ENSG00000119661","DNAL1",8884
"4938","ENSG00000119669","IRF2BPL",4157
"4939","ENSG00000119673","ACOT2",2393
"4940","ENSG00000119681","LTBP2",9091
"4941","ENSG00000119682","AREL1",7308
"4942","ENSG00000119684","MLH3",8363
"4943","ENSG00000119685","TTLL5",12266
"4944","ENSG00000119686","FLVCR2",4913
"4945","ENSG00000119688","ABCD4",8769
"4946","ENSG00000119689","DLST",4550
"4948","ENSG00000119699","TGFB3",4914
"4949","ENSG00000119703","ZC2HC1C",4812
"4950","ENSG00000119705","SLIRP",2631
"4951","ENSG00000119707","RBM25",11859
"4952","ENSG00000119711","ALDH6A1",6680
"4953","ENSG00000119714","GPR68",3278
"4954","ENSG00000119715","ESRRB",5071
"4955","ENSG00000119718","EIF2B2",5446
"4956","ENSG00000119720","NRDE2",17565
"4957","ENSG00000119723","COQ6",6686
"4958","ENSG00000119725","ZNF410",6461
"4959","ENSG00000119729","RHOQ",4619
"4960","ENSG00000119737","GPR75",2115
"4961","ENSG00000119760","SUPT7L",5309
"4962","ENSG00000119771","KLHL29",11071
"4963","ENSG00000119772","DNMT3A",12020
"4964","ENSG00000119777","TMEM214",4910
"4965","ENSG00000119778","ATAD2B",10492
"4966","ENSG00000119782","FKBP1B",1677
"4967","ENSG00000119787","ATL2",4884
"4968","ENSG00000119801","YPEL5",3421
"4969","ENSG00000119812","FAM98A",4921
"4970","ENSG00000119820","YIPF4",12233
"4971","ENSG00000119844","AFTPH",5767
"4972","ENSG00000119862","LGALSL",4003
"4973","ENSG00000119865","CNRIP1",3548
"4974","ENSG00000119866","BCL11A",8375
"4975","ENSG00000119878","CRIPT",2561
"4977","ENSG00000119899","SLC17A5",3604
"4978","ENSG00000119900","OGFRL1",9051
"4979","ENSG00000119906","SLF2",9131
"4980","ENSG00000119912","IDE",7607
"4982","ENSG00000119915","ELOVL3",1371
"4983","ENSG00000119917","IFIT3",2640
"4985","ENSG00000119922","IFIT2",3489
"4986","ENSG00000119927","GPAM",9808
"4987","ENSG00000119929","CUTC",1806
"4989","ENSG00000119943","PYROXD2",3867
"4990","ENSG00000119946","CNNM1",6413
"4991","ENSG00000119950","MXI1",4607
"4992","ENSG00000119953","SMNDC1",5417
"4993","ENSG00000119965","C10orf88",3173
"4994","ENSG00000119969","HELLS",10148
"4996","ENSG00000119977","TCTN3",3223
"4997","ENSG00000119979","DENND10",6161
"4998","ENSG00000119986","AVPI1",1457
"4999","ENSG00000120008","WDR11",10837
"5000","ENSG00000120029","ARMH3",4747
"5001","ENSG00000120049","KCNIP2",3294
"5002","ENSG00000120051","CFAP58",3548
"5003","ENSG00000120053","GOT1",2424
"5005","ENSG00000120055","C10orf95",1469
"5006","ENSG00000120057","SFRP5",1836
"5007","ENSG00000120063","GNA13",5104
"5009","ENSG00000120071","KANSL1",13928
"5013","ENSG00000120093","HOXB3",7456
"5015","ENSG00000120129","DUSP1",2019
"5016","ENSG00000120137","PANK3",10580
"5019","ENSG00000120158","RCL1",4215
"5020","ENSG00000120159","CAAP1",3014
"5022","ENSG00000120162","MOB3B",7087
"5023","ENSG00000120210","INSL6",1128
"5025","ENSG00000120215","MLANA",3083
"5026","ENSG00000120217","CD274",4108
"5030","ENSG00000120253","NUP43",4432
"5031","ENSG00000120254","MTHFD1L",5021
"5032","ENSG00000120256","LRP11",3536
"5033","ENSG00000120262","CCDC170",5419
"5034","ENSG00000120265","PCMT1",2832
"5035","ENSG00000120278","PLEKHG1",7398
"5036","ENSG00000120279","MYCT1",3030
"5037","ENSG00000120280","TASL",1855
"5039","ENSG00000120306","CYSTM1",2185
"5040","ENSG00000120314","WDR55",7675
"5041","ENSG00000120318","ARAP3",6186
"5046","ENSG00000120329","SLC25A2",1417
"5048","ENSG00000120333","MRPS14",2594
"5049","ENSG00000120334","CENPL",4914
"5053","ENSG00000120370","GORAB",3773
"5055","ENSG00000120437","ACAT2",4299
"5056","ENSG00000120438","TCP1",4929
"5057","ENSG00000120440","TTLL2",3073
"5058","ENSG00000120451","SNX19",8152
"5060","ENSG00000120458","MSANTD2",4245
"5063","ENSG00000120500","ARR3",1729
"5064","ENSG00000120509","PDZD11",1393
"5065","ENSG00000120519","SLC10A7",6687
"5066","ENSG00000120526","NUDCD1",4439
"5067","ENSG00000120533","ENY2",6783
"5068","ENSG00000120539","MASTL",3631
"5069","ENSG00000120549","KIAA1217",10392
"5071","ENSG00000120594","PLXDC2",12567
"5072","ENSG00000120616","EPC1",11286
"5073","ENSG00000120645","IQSEC3",7686
"5074","ENSG00000120647","CCDC77",3614
"5075","ENSG00000120656","TAF12",2337
"5077","ENSG00000120659","TNFSF11",2733
"5078","ENSG00000120662","MTRF1",3841
"5081","ENSG00000120675","DNAJC15",8042
"5082","ENSG00000120685","PROSER1",7315
"5083","ENSG00000120686","UFM1",4382
"5084","ENSG00000120688","WBP4",2623
"5085","ENSG00000120690","ELF1",4401
"5086","ENSG00000120693","SMAD9",5723
"5087","ENSG00000120694","HSPH1",8390
"5088","ENSG00000120696","KBTBD7",4734
"5089","ENSG00000120697","ALG5",2194
"5090","ENSG00000120699","EXOSC8",3630
"5091","ENSG00000120705","ETF1",4601
"5092","ENSG00000120708","TGFBI",7810
"5093","ENSG00000120709","FAM53C",7051
"5094","ENSG00000120709","LOC100128966",7051
"5095","ENSG00000120725","SIL1",4011
"5096","ENSG00000120727","PAIP2",3158
"5097","ENSG00000120729","MYOT",2893
"5098","ENSG00000120733","KDM3B",7961
"5099","ENSG00000120738","EGR1",3138
"5100","ENSG00000120742","SERP1",5747
"5101","ENSG00000120756","PLS1",5294
"5102","ENSG00000120784","ZFP30",7705
"5103","ENSG00000120798","NR2C1",6529
"5104","ENSG00000120800","UTP20",10024
"5105","ENSG00000120802","TMPO",8593
"5106","ENSG00000120805","ARL1",4979
"5107","ENSG00000120820","GLT8D2",3271
"5108","ENSG00000120832","MTERF2",3626
"5109","ENSG00000120833","SOCS2",6776
"5110","ENSG00000120837","NFYB",4956
"5111","ENSG00000120860","WASHC3",2593
"5112","ENSG00000120868","APAF1",7908
"5113","ENSG00000120875","DUSP4",7257
"5114","ENSG00000120885","CLU",6616
"5115","ENSG00000120889","TNFRSF10B",5158
"5116","ENSG00000120896","SORBS3",6097
"5117","ENSG00000120899","PTK2B",7933
"5118","ENSG00000120903","CHRNA2",4808
"5120","ENSG00000120910","PPP3CC",2899
"5121","ENSG00000120913","PDLIM2",12388
"5122","ENSG00000120915","EPHX2",4473
"5123","ENSG00000120925","RNF170",6055
"5125","ENSG00000120942","UBIAD1",5082
"5126","ENSG00000120948","TARDBP",6071
"5127","ENSG00000120949","TNFRSF8",3738
"5129","ENSG00000120963","ZNF706",7393
"5130","ENSG00000120992","LYPLA1",4694
"5132","ENSG00000121022","COPS5",7779
"5133","ENSG00000121039","RDH10",5321
"5134","ENSG00000121053","EPX",2708
"5135","ENSG00000121057","AKAP1",5399
"5136","ENSG00000121058","COIL",3030
"5137","ENSG00000121060","TRIM25",6666
"5138","ENSG00000121064","SCPEP1",3853
"5139","ENSG00000121067","SPOP",6380
"5141","ENSG00000121073","SLC35B1",5919
"5143","ENSG00000121089","NACA3P",648
"5144","ENSG00000121101","TEX14",5325
"5145","ENSG00000121104","FAM117A",3836
"5146","ENSG00000121152","NCAPH",3278
"5148","ENSG00000121210","TMEM131L",6393
"5149","ENSG00000121211","MND1",1511
"5150","ENSG00000121236","TRIM6",3947
"5151","ENSG00000121270","ABCC11",7245
"5152","ENSG00000121274","TENT4B",8144
"5153","ENSG00000121281","ADCY7",8630
"5154","ENSG00000121289","CEP89",9233
"5155","ENSG00000121297","TSHZ3",5817
"5156","ENSG00000121310","ECHDC2",11572
"5158","ENSG00000121316","PLBD1",2841
"5161","ENSG00000121350","PYROXD1",5725
"5165","ENSG00000121380","BCL2L14",5112
"5167","ENSG00000121390","PSPC1",3223
"5168","ENSG00000121406","ZNF549",9279
"5169","ENSG00000121410","A1BG",4006
"5170","ENSG00000121413","ZSCAN18",8307
"5171","ENSG00000121417","ZNF211",3300
"5174","ENSG00000121454","LHX4",6061
"5175","ENSG00000121481","RNF2",4073
"5176","ENSG00000121486","TRMT1L",4945
"5177","ENSG00000121542","SEC22A",4698
"5178","ENSG00000121552","CSTA",1373
"5179","ENSG00000121570","DPPA4",4996
"5180","ENSG00000121577","POPDC2",2445
"5181","ENSG00000121578","B4GALT4",7145
"5182","ENSG00000121579","NAA50",6436
"5183","ENSG00000121594","CD80",3201
"5184","ENSG00000121621","KIF18A",4668
"5186","ENSG00000121644","DESI2",5104
"5187","ENSG00000121653","MAPK8IP1",3498
"5188","ENSG00000121671","CRY2",6200
"5189","ENSG00000121680","PEX16",3013
"5190","ENSG00000121690","DEPDC7",3326
"5191","ENSG00000121691","CAT",3347
"5192","ENSG00000121716","PILRB",5764
"5193","ENSG00000121741","ZMYM2",13618
"5194","ENSG00000121742","GJB6",2244
"5195","ENSG00000121743","GJA3",5211
"5196","ENSG00000121749","TBC1D15",8227
"5197","ENSG00000121753","ADGRB2",7756
"5198","ENSG00000121764","HCRTR1",2558
